gtin,product_id,price,price_per_unit,price_unit,description,review_count,availability,currency,sku,brand,weight,rating_score,condition,name,category
30145405,7310720,9.95,3.98,10g,"Up to 16 hour wear. Transfer-resistant finish. Infused with hyaluronic acid. Lips feel moisturised all day. Slim design for precise application.
Color riche goes slimer, more longwear, more hydrating and more matte with Color Riche Intense Volume Matte. A matte with up to 16 hour wear infused with a caring formula, infused with hyaluronic acid, to keep lips feeling moisturised all day. The matte of your dreams: powdery, lightweight and creamy. This lipstick volumizes lips for plumper looking lips all day with a transfer-resistant finish. Never flat. Never dry. The new slim packaging allows for easier, more precise application, to accentuate your lip shape. A new lipstick designed for women who believe in their choices. Available in 12 intense, powdery matte shades of conviction that beautify every lip tone.",0,InStock,£,1000362424797,L'Oreal Paris,25g,0,NewCondition,L'Oreal Paris Color Riche Intense Volume Matte 16hr Volumizing Matte Lipstick 188 Rose Activist,Toiletries & Beauty
3600522274469,4015436,12,12,each,"Up to 8 weeks of fade-defying colour. Lustrous day-1 colour and shine. Ultra-intense.
For the first time from L'Oréal Paris discover Preference 9 Level Lift. Our new innovative lightening technology delivers the ultimate platinum bleach colour result and ultra-caring properties for up to 5x stronger hair*. Formulated with innovative lightening technology and enriched with purple dyes to prevent a brassy effect, get a sophisticated and pure platinum blonde in just one step. Apply the reinforcing purple conditioner to intensely nourish your hair and get up to 5x stronger hair* (instrumental test) *For best results, use on blonde to dark brown hair. Not recommended on predominantly grey or heavily highlighted hair. Ultra-Platinum Bleach is a permanent hair colour. Development time from 30-45 minutes. Be colour safe and always do your 48-hour patch test.",79,InStock,£,910000851312,L'Oreal Preference,each,3.3418,NewCondition,L'Oreal Preference Platinum Extreme Platinum Blonde Permanent Hair Dye,Toiletries & Beauty
3600520772035,2030651,8.95,1.69,10g,"Silky & super blendable texture. Natural, radiant finish. Formula powered by hyaluronic acid. Smooths & improves skin texture & softness over time. Enriched with mineral pigments.
This silky, soft textured powder perfectly matches the colour and texture of your skin for a radiant, natural finish. The micro-fine formula lets you apply a translucent layer or build up more intense coverage to even your skin tone and cover imperfections. It blends so seamlessly it is almost as if you are not wearing make-up. And now, this formula is infused with hyaluronic acid! It provides skincare benefits as it helps to smooth and improve skin texture and softness over time.",6,InStock,£,1000000402530,L'Oreal,53g,4.8333,NewCondition,L'Oreal True Match Powder W3 Golden Beige,Toiletries & Beauty
3600523972111,6941291,7.5,15,100ml,"Our Revitalift Day Cream now in a brand new Fragrance Free formula!. For an advanced anti-wrinkle and extra-firming effect, with added probiotic extracts to lift your skin. Skin is lifted in just 2 weeks. Contains pro-retinol, providing anti-ageing and skin regenerating properties. Suitable for sensitive skin. New recyclable eco-designed glass jar, containing 30% recycled glass.
L'Oréal Paris' Revitalift Fragrance-Free Hydrating Cream uses a new formula powered by biotechnology, to firm & lift the skin and reduce the appearance of wrinkles. This cream harnesses the power of dermatologist-inspired ingredients pro-retinol and probiotic extracts. Together these help the skin stimulate its natural lifters for extra-firm skin, visibly reduce wrinkles and develop a smoother surface. Simply applying the cream once a day for 4 weeks will help your skin to feel hydrated, firmer, tighter and less wrinkled.",150,InStock,£,1000275268040,L'Oreal Paris,50ml,4.6667,NewCondition,L'Oreal Paris Revitalift Fragrance Free Lifting Day Cream with Natural Probiotic Extracts,Toiletries & Beauty
3600522616252,4762429,11.95,13.28,10ml,"Dress your lashes in a liquid black silk.
Volume Million Lashes dresses your lashes in a liquid black silk for lash by lash definition.Refined volumeNo clumpsNo stiff lashesThe Couture brush has been tailored by experts to coat every lash without clumps. Its extra soft & small bristles gently thicken the look of each lash while its rigid wand enable you to spread the formula evenly from root to tip.The liquid Black Silk formula gently envelops each lash with volume and intensity, leaving lashes soft... say goodbye to stiff lashes!",4,InStock,£,910001435055,L'Oreal,9ml,5,NewCondition,L'Oreal Paris Volume Million Lashes So Couture Black,Toiletries & Beauty
3600523708000,6308808,3,3,100ml,"A daily face scrub enriched with purifying carbon. Reduces blackheads and deeply cleanses skin. With 2000 natural particles. Helps protect against the appearance of blemishes & blackheads and unclog pores.
The No.1 Men's face care brand worldwide*.*©Nielsen Data, Male Face Care, value + unit sales, 52 w/e January 2019. Verify @ loreal-paris.co.uk/menexpertno1Discover Pure Carbon face scrub designed to cleanse and exfoliate the skin to help protect against the appearance of blemishes & blackheads. Perfect for men with oily skin, looking for a deep cleanse.Enriched with Purifying Carbon, this scrub unleashes 2000 Natural Particles per use, this formula:- Cleanses skin of excess oil & dirt.- Helps unclog pores.- Helps protect against the appearance of blemishes & blackheads..",2,InStock,£,1000103174855,L'Oreal Men Expert,100ml,5,NewCondition,L'Oreal Men Expert Pure Charcoal Anti-Blackhead Daily Face Scrub,Toiletries & Beauty
3600521667279,7457390,6.25,62.5,100ml,Hydra Energetic Eye Roll On will help revive tired eyes with ice-cool roll-on and refreshing formula designed to target bags and dark circles.Discover the Hydra Energetic Anti Fatigue Eye Roll-on. Targets Bags & Dark Circles. Use daily and whenever you require a cooling boost. Apply eye roll-on gently under the eyes.,81,InStock,£,1000383132533,L'Oreal Men Expert,10ml,3.4198,NewCondition,L'Oreal Men Expert Hydra Energetic Anti Fatigue Eye Roll-On,Toiletries & Beauty
3600524125929,9088852,11,22,100ml,"SOOTHES, SOFTENS & NOURISHES: Beard care suitable for short to medium length beards & face, to relieve signs of dryness. Specifically Designed for Men.. INGREDIENT: Enriched with natural Cedarwood Essential Oil from natural origin, a fruity yet woody fragrance. Free from parabens, soap, colourants and ingredients from animal origin. Vegan friendly..
For the daily care of your beard & face, discover the Barber Club Beard & Face Moisturiser enriched with Cedarwood Essential Oil, featuring a more caring formula in a gel-cream texture. New safe-lock system.",1,InStock,£,1000383219484,L 'Oreal,50ml,1,NewCondition,L 'Oreal Men Expert Barber Club Short Beard and Face Soothing Gel Moisturiser 50ml,Toiletries & Beauty
30145382,7310718,9.95,3.98,10g,"Up to 16 hour wear. Transfer-resistant finish. Infused with hyaluronic acid. Lips feel moisturised all day. Slim design for precise application.
Color riche goes slimer, more longwear, more hydrating and more matte with Color Riche Intense Volume Matte. A matte with up to 16 hour wear infused with a caring formula, infused with hyaluronic acid, to keep lips feeling moisturised all day. The matte of your dreams: powdery, lightweight and creamy. This lipstick volumizes lips for plumper looking lips all day with a transfer-resistant finish. Never flat. Never dry. The new slim packaging allows for easier, more precise application, to accentuate your lip shape. A new lipstick designed for women who believe in their choices. Available in 12 intense, powdery matte shades of conviction that beautify every lip tone.",0,InStock,£,1000362424740,L'Oreal Paris,25g,0,NewCondition,L'Oreal Paris Color Riche Intense Volume Matte 16hr Volumizing Matte Lipstick 602 Nude Admirable,Toiletries & Beauty
3600521966365,3538301,9.95,4.15,10g,null,10,InStock,£,910000400873,L'Oreal,24g,4.8,NewCondition,L'Oreal Color Riche 373 Magnetic Coral,Toiletries & Beauty
3600522337072,4577286,11.95,13.28,10ml,"All day long lips feel smooth.
Introducing the newly improved L'Oreal Paris Infallible 2 Step 24hr Lipstick that gives your lips vivid colour and high shine in 2 simple steps!Step 1: Get the most vibrant opaque transfer-free colour for up to 24 hoursStep 2: Apply the Colour Booster balm enriched with hyaluronic gel for colour depth, intensity and shine.The L'Oreal Paris Infallible 2 Step 24hr Lipstick now has improved packaging - clear product name and defined steps - and improved technology for high shine and intensified colour that lasts up to 24 hours.Now available in 16 daring shades & 4 colour families including nude, pink, red and plum, designed to intensify the shades and give your lips a colour boost!",15,InStock,£,910001281196,L'Oreal,9ml,3.2667,NewCondition,L'Oreal Infallible 2in1 Lip Colour 213 Toujours,Toiletries & Beauty
5011408000252,5263759,12,12,each,"Up to 8 weeks of fade-defying colour. Lustrous day-1 colour and shine. Ultra-intense.
L'Oreal Paris Preference, the expert of permanent, fade-defying luminous hair colour. Our translucent gel technology together with our precious shine oil give the ultimate luminous colour full of reflects. Use the shine protect conditioner enriched with a UV filter and Vitamin E derivative to preserve the shine of your coloured hair for up to 8 weeks. Our Shine Oil is enriched with precious flower oils to intensify the natural tones of your hair colour. Infused with a sensorial fragrance for an improved experience at application. Be colour safe and always do your 48-hour patch test. Born in the 1970's, Preference has over 50 years of creating at home hair colour proven to give you a fade defying- multi-tonal colour result. The iconic ‘You're Worth It' tagline was created for Preference 50 years ago and still to this day remains at the heart of the brand. Be colour safe and always do your 48 hour patch test.",185,OutOfStock,£,910002156391,L'Oreal Preference,each,4.0649,NewCondition,L'Oreal Preference Infinia 9.1 Viking Light Ash Blonde Hair Dye,Toiletries & Beauty
3600523716470,6312304,7.5,15,100ml,"Anti-wrinkle + extra firming + healthy glow. Subtle tinted formula for instant radiant glow. Enriched with advanced pro-retinol + red ginseng. First anti-ageing results visible in just 7 days.
Want glowing skin with wrinkles reduced? Revitalift is formulated with pro retinol, to reduce the appearance of wrinkles and help skin achieve a healthy looking glow.Enriched with red pigment, but suitable for all skin tones, Energising Red Cream reactivates your healthy glow for skin that appears renewed.Advanced Pro-Retinol, a powerful dermatologist-inspired anti-wrinkle ingredient, helps to smooth skin surface.Red Ginseng, a powerful ingredient known for its stimulating properties, helps to boost skin to fight signs of fatigue.Immediately, skin has an instant healthy glow.In 7 days, skin is firmer and smoother.In 4 weeks, wrinkles appear reduced.",57,InStock,£,1000106117604,L'Oreal Paris,50ml,4.4386,NewCondition,L'Oreal Paris Revitalift Energising Red Day Cream,Toiletries & Beauty
